organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
44	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.90_W-8-multi-tot
43	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.92_W-8-multi-tot
43	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.93_W-8-multi-tot
41	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.276_W-8-singleplex
41	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.277_W-8-multi-tot
40	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.95_W-8-multi-tot
39	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gadiformes	Lotidae	Molva	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gadiformes:100.0;family:Lotidae:100.0;genus:Molva:100.0;species:Molva_molva:100.0	Molva molva	urn:lsid:marinespecies.org:taxname:126461	species	asv.278_W-8-singleplex
39	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.96_W-8-multi-tot
38	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.97_W-8-multi-tot
37	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.279_W-8-multi-tot
37	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.98_W-8-multi-tot
36	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.118_W-8-multi-tot
36	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Salmoniformes:100.0;family:Salmonidae:100.0;genus:Salmo:100.0;species:Salmo_trutta:49.199999999999996	Salmo	urn:lsid:marinespecies.org:taxname:126141	genus	asv.280_W-8-singleplex
36	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.534_W-8-multi-tot
36	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.99_W-8-multi-tot
35	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.281_W-8-singleplex
35	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.282_W-8-singleplex
35	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.283_W-8-multi-tot
34	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.100_W-8-multi-tot
33	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.284_W-8-singleplex
32	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.285_W-8-singleplex
32	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.286_W-8-singleplex
32	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.287_W-8-singleplex
32	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.288_W-8-singleplex
32	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.289_W-8-singleplex
32	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.290_W-8-multi-tot
32	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.291_W-8-multi-tot
31	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.225_W-8-multi-tot
31	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.292_W-8-multi-tot
30	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Perciformes:99.99999999999999;family:Zoarcidae:97.91666666666666;genus:Zoarces:97.91666666666666;species:Zoarces_viviparus:97.91666666666666	Zoarces viviparus	urn:lsid:marinespecies.org:taxname:127123	species	asv.235_W-8-singleplex
29	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.275_W-8-singleplex
29	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.293_W-8-multi-tot
29	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.294_W-8-multi-tot
28	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.101_W-8-singleplex
28	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.102_W-8-singleplex
28	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.103_W-8-multi-tot
28	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.295_W-8-singleplex
27	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.104_W-8-multi-tot
27	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.105_W-8-multi-tot
27	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.296_W-8-multi-tot
27	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.297_W-8-multi-tot
26	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.106_W-8-singleplex
26	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia				superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Mammalia:99.99999999999997;order:Chiroptera:44.727489177489176;family:Emballonuridae:33.22965367965368;genus:Saccopteryx:26.404978354978347;species:Saccopteryx_bilineata:23.271645021645018	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.298_W-8-multi-tot
26	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.299_W-8-multi-tot
26	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.300_W-8-multi-tot
26	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Pleuronectiformes:83.33333333333334;family:Pleuronectidae:83.33333333333334;genus:Limanda:33.333333333333336;species:Limanda_aspera:33.333333333333336	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.535_W-8-multi-tot
25	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.107_W-8-singleplex
25	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.108_W-8-singleplex
25	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.301_W-8-singleplex
25	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.302_W-8-multi-tot
24	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.109_W-8-multi-tot
24	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.303_W-8-singleplex
24	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.304_W-8-multi-tot
24	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia				superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Mammalia:100.0;order:Primates:65.53888888888889;family:Hominidae:63.53888888888889;genus:Homo:63.53888888888889;species:Homo_sapiens:63.53888888888889	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.305_W-8-multi-tot
23	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.110_W-8-singleplex
23	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.111_W-8-multi-tot
23	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.306_W-8-singleplex
23	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.307_W-8-singleplex
23	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.308_W-8-multi-tot
23	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.536_W-8-multi-tot
22	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.112_W-8-singleplex
22	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:100.0;family:Anarhichadidae:79.5;genus:Anarhichas:79.5;species:Anarhichas_minor:39.75	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.195_W-8-singleplex
22	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.309_W-8-multi-tot
22	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.310_W-8-multi-tot
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.113_W-8-singleplex
21	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.311_W-8-singleplex
21	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.312_W-8-multi-tot
21	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.537_W-8-multi-tot
20	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.114_W-8-multi-tot
20	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.115_W-8-multi-tot
20	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.116_W-8-multi-tot
20	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.223_W-8-multi-tot
20	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gadiformes	Lotidae	Molva	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gadiformes:100.0;family:Lotidae:100.0;genus:Molva:100.0;species:Molva_molva:100.0	Molva molva	urn:lsid:marinespecies.org:taxname:126461	species	asv.538_W-8-multi-tot
19	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.117_W-8-multi-tot
19	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.313_W-8-singleplex
19	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.314_W-8-singleplex
19	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Blenniiformes:54.71825396825397;family:Tripterygiidae:54.71825396825397;genus:Axoclinus:54.71825396825397;species:Axoclinus_nigricaudus:54.71825396825397	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.315_W-8-singleplex
19	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.316_W-8-multi-tot
18	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.119_W-8-singleplex
18	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.120_W-8-multi-tot
18	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.260_W-8-multi-tot
18	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.317_W-8-multi-tot
18	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.318_W-8-multi-tot
17	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.121_W-8-multi-tot
17	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.319_W-8-singleplex
17	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.320_W-8-multi-tot
17	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.321_W-8-multi-tot
17	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia				superkingdom:Eukaryota:100.00000000000004;phylum:Chordata:100.00000000000004;class:Mammalia:100.00000000000004;order:Carnivora:43.89404761904763;family:Canidae:31.352380952380965;genus:Speothos:31.352380952380965;species:Speothos_venaticus:31.352380952380965	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.322_W-8-multi-tot
17	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.323_W-8-multi-tot
17	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.539_W-8-multi-tot
17	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.540_W-8-multi-tot
17	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.541_W-8-multi-tot
16	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.122_W-8-singleplex
16	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.324_W-8-multi-tot
16	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.325_W-8-multi-tot
16	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.326_W-8-multi-tot
15	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.123_W-8-singleplex
15	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.124_W-8-singleplex
15	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.125_W-8-multi-tot
15	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.327_W-8-multi-tot
15	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Clupeiformes	Clupeidae	Clupea	superkingdom:Eukaryota:99.99999999999991;phylum:Chordata:99.99999999999991;class:Actinopteri:99.99999999999991;order:Clupeiformes:99.99999999999991;family:Clupeidae:99.99999999999991;genus:Clupea:99.99999999999991;species:Clupea_harengus:95.94838177695314	Clupea harengus	urn:lsid:marinespecies.org:taxname:126417	species	asv.542_W-8-multi-tot
14	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:100.00000000000001;phylum:Chordata:100.00000000000001;class:Actinopteri:100.00000000000001;order:Centrarchiformes:28.733333333333334;family:Sciaenidae:22.83333333333334;genus:Sillago:22.383333333333333;species:Larimus_fasciatus:20.41666666666667	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.126_W-8-singleplex
14	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.127_W-8-multi-tot
14	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.128_W-8-multi-tot
14	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Pomatoschistus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gobiiformes:100.0;family:Gobiidae:100.0;genus:Pomatoschistus:100.0;species:Pomatoschistus_minutus:100.0	Pomatoschistus minutus	urn:lsid:marinespecies.org:taxname:126928	species	asv.183_W-8-singleplex
14	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.328_W-8-multi-tot
