organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
94	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:54.5;phylum:NA:42.0;class:Chrysophyceae:42.0;order:Chromulinales:42.0;family:Dinobryaceae:42.0;genus:Dinobryon:42.0;species:Dinobryon_sp.:42.0	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.29_W-8-singleplex
92	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	superkingdom:Eukaryota:100.0;phylum:Chlorophyta:100.0;class:Mamiellophyceae:100.0;order:Mamiellales:100.0;family:Mamiellaceae:100.0;genus:Micromonas:100.0;species:Micromonas_pusilla:100.0	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	asv.358_W-8-singleplex
90	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	superkingdom:Eukaryota:99.99999999999999;phylum:Bacillariophyta:99.99999999999999;class:Coscinodiscophyceae:99.99999999999999;order:Thalassiosirales:99.99999999999999;family:Skeletonemataceae:98.00000000000003;genus:Skeletonema:98.00000000000003;species:Skeletonema_menzelii:33.11894327894328	Skeletonema	urn:lsid:marinespecies.org:taxname:149073	genus	asv.27_W-8-singleplex
89	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	superkingdom:Eukaryota:100.0;phylum:Chlorophyta:100.0;class:Mamiellophyceae:100.0;order:Mamiellales:100.0;family:Mamiellaceae:100.0;genus:Micromonas:100.0;species:Micromonas_pusilla:100.0	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	asv.30_W-8-singleplex
89	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Mollusca	Gastropoda	Lepetellida	Lepetodrilidae	Lepetodrilus	superkingdom:Eukaryota:100.0;phylum:Mollusca:100.0;class:Gastropoda:100.0;order:Lepetellida:100.0;family:Lepetodrilidae:100.0;genus:Lepetodrilus:100.0;species:Lepetodrilus_atlanticus:100.0	Lepetodrilus atlanticus	urn:lsid:marinespecies.org:taxname:180908	species	asv.356_W-8-singleplex
87	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	Ophionereididae	Ophionereis	superkingdom:Eukaryota:100.0;phylum:Echinodermata:100.0;class:Ophiuroidea:100.0;order:Amphilepidida:100.0;family:Ophionereidae:100.0;genus:Ophionereis:100.0;species:Ophionereis_fusca:100.0	Ophionereis fusca	urn:lsid:marinespecies.org:taxname:243882	species	asv.359_W-8-singleplex
84	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Harpacticoida	Harpacticidae	Harpacticus	superkingdom:Eukaryota:100.00000000000001;phylum:Arthropoda:100.00000000000001;class:Hexanauplia:100.00000000000001;order:Harpacticoida:91.985347985348;family:Harpacticidae:91.985347985348;genus:Harpacticus:91.985347985348;species:Harpacticus_flexus:91.985347985348	Harpacticus flexus	urn:lsid:marinespecies.org:taxname:116168	species	asv.28_W-8-singleplex
79	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Tharyx	superkingdom:Eukaryota:100.0;phylum:Annelida:100.0;class:Polychaeta:100.0;order:Terebellida:100.0;family:Cirratulidae:100.0;genus:Tharyx:100.0;species:Tharyx_setigera:100.0	Tharyx setigera	urn:lsid:marinespecies.org:taxname:156678	species	asv.357_W-8-singleplex
74	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.360_W-8-singleplex
72	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Scolelepis	superkingdom:Eukaryota:100.0;phylum:Annelida:100.0;class:Polychaeta:100.0;order:Spionida:100.0;family:Spionidae:100.0;genus:Scolelepis:100.0;species:Scolelepis_chilensis:100.0	Scolelepis chilensis	urn:lsid:marinespecies.org:taxname:863020	species	asv.361_W-8-multi-tot
69	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Bangiophyceae				superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Bangiophyceae:100.0;order:NA:100.0;family:NA:100.0;genus:NA:100.0;species:uncultured_Bangiophyceae:100.0	Bangiophyceae	urn:lsid:marinespecies.org:taxname:368668	class	asv.31_W-8-singleplex
66	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Oomycota:71.7;class:NA:35.85;order:Pythiales:71.7;family:Pythiaceae:71.7;genus:Globisporangium:71.7;species:Globisporangium_orthogonon:71.7	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.33_W-8-singleplex
61	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Clitellata	Tubificida	Naididae	Clitellio	superkingdom:Eukaryota:100.0;phylum:Annelida:100.0;class:Clitellata:100.0;order:Tubificida:100.0;family:Naididae:100.0;genus:Clitellio:100.0;species:Clitellio_arenarius:100.0	Clitellio arenarius	urn:lsid:marinespecies.org:taxname:1070860	species	asv.32_W-8-singleplex
61	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Arthropoda:65.25;class:Malacostraca:52.083333333333336;order:Decapoda:52.083333333333336;family:Ocypodidae:35.75;genus:Austruca:35.75;species:Austruca_albimana:35.75	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.363_W-8-singleplex
60	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Hexapoda	Orthoptera	Acrididae		superkingdom:Eukaryota:100.00000000000001;phylum:Arthropoda:100.00000000000001;class:Insecta:100.00000000000001;order:Orthoptera:100.00000000000001;family:Acrididae:100.00000000000001;genus:Melanoplus:100.00000000000001;species:Melanoplus_alpinus:96.11746031746033	Acrididae	urn:lsid:marinespecies.org:taxname:426332	family	asv.364_W-8-singleplex
59	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	superkingdom:Eukaryota:99.99999999999999;phylum:Chlorophyta:99.99999999999999;class:Mamiellophyceae:99.99999999999999;order:Mamiellales:99.99999999999999;family:Mamiellaceae:99.99999999999999;genus:Micromonas:99.99999999999999;species:Micromonas_pusilla:99.99999999999999	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	asv.7_W-8-multi-tot
56	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.35_W-8-singleplex
55	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.00000000000001;phylum:Basidiomycota:71.1;class:Agaricomycetes:71.1;order:Agaricales:71.1;family:Entolomataceae:71.1;genus:Entoloma:71.1;species:Haliclystus_californiensis:28.900000000000016	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.34_W-8-singleplex
53	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.38_W-8-singleplex
53	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.39_W-8-singleplex
52	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.36_W-8-singleplex
52	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Psammodictyon	superkingdom:Eukaryota:100.0;phylum:Bacillariophyta:100.0;class:Bacillariophyceae:100.0;order:Bacillariales:100.0;family:Bacillariaceae:100.0;genus:Psammodictyon:100.0;species:Psammodictyon_panduriforme:100.0	Psammodictyon panduriforme	urn:lsid:marinespecies.org:taxname:149217	species	asv.365_W-8-singleplex
51	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Arthropoda:73.13333333333333;class:Malacostraca:38.01428571428571;order:Decapoda:38.01428571428571;family:Ocypodidae:25.976190476190474;genus:Austruca:25.976190476190474;species:Austruca_albimana:25.976190476190474	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.362_W-8-singleplex
45	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Malacostraca	Amphipoda	Pachyschesidae	Pachyschesis	superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Malacostraca:100.0;order:Amphipoda:100.0;family:Pachyschesidae:100.0;genus:Pachyschesis:100.0;species:Pachyschesis_branchialis:100.0	Pachyschesis branchialis	urn:lsid:marinespecies.org:taxname:547901	species	asv.366_W-8-singleplex
45	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales			superkingdom:Eukaryota:100.0;phylum:Bacillariophyta:100.0;class:Coscinodiscophyceae:100.0;order:Thalassiosirales:100.0;family:Skeletonemataceae:84.0;genus:Skeletonema:84.0;species:Skeletonema_tropicum:78.0	Thalassiosirales	urn:lsid:marinespecies.org:taxname:148903	order	asv.41_W-8-singleplex
44	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta		Arenicolidae	Arenicola	superkingdom:Eukaryota:99.99999999999996;phylum:Annelida:99.99999999999996;class:Polychaeta:99.99999999999996;order:NA:7.355106658047833;family:Arenicolidae:99.99999999999996;genus:Arenicola:99.99999999999996;species:Arenicola_marina:99.99999999999996	Arenicola marina	urn:lsid:marinespecies.org:taxname:129868	species	asv.343_W-8-multi-tot
44	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:0;phylum:Chordata:0;class:Actinopteri:0;order:Lutjaniformes:0;family:Lutjanidae:0;genus:Lutjanus:0;species:Lutjanus_johnii:0	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.367_W-8-singleplex
44	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:99.99999999999999;phylum:NA:32.25454545454545;class:Chrysophyceae:72.96363636363635;order:Chromulinales:72.96363636363635;family:Chromulinaceae:72.96363636363635;genus:Pedospumella:72.96363636363635;species:Pedospumella_sp.:64.5090909090909	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.40_W-8-singleplex
42	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Mesosporaceae	Mesospora	superkingdom:Eukaryota:100.0;phylum:NA:85.0;class:Phaeophyceae:85.0;order:Ralfsiales:85.0;family:Mesosporaceae:85.0;genus:Mesospora:85.0;species:Mesospora_indopacifica:85.0	Mesospora indopacifica	urn:lsid:marinespecies.org:taxname:1361131	species	asv.368_W-8-singleplex
42	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Undinula	superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Hexanauplia:100.0;order:Calanoida:100.0;family:Calanidae:100.0;genus:Undinula:100.0;species:Undinula_vulgaris:100.0	Undinula vulgaris	urn:lsid:marinespecies.org:taxname:104473	species	asv.42_W-8-singleplex
38	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	superkingdom:Eukaryota:100.0;phylum:Chlorophyta:100.0;class:Mamiellophyceae:100.0;order:Mamiellales:100.0;family:Mamiellaceae:100.0;genus:Micromonas:100.0;species:Micromonas_pusilla:100.0	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	asv.369_W-8-singleplex
38	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon	superkingdom:Eukaryota:100.0;phylum:NA:100.0;class:Chrysophyceae:100.0;order:Chromulinales:100.0;family:Dinobryaceae:100.0;genus:Dinobryon:100.0;species:Dinobryon_sp._MJeong-2023f:100.0	Dinobryon	urn:lsid:marinespecies.org:taxname:157240	genus	asv.46_W-8-singleplex
36	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.44_W-8-singleplex
35	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	superkingdom:Eukaryota:99.99999999999999;phylum:Chlorophyta:99.99999999999999;class:Mamiellophyceae:99.99999999999999;order:Mamiellales:99.99999999999999;family:Mamiellaceae:99.99999999999999;genus:Micromonas:99.99999999999999;species:Micromonas_pusilla:99.99999999999999	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	asv.371_W-8-singleplex
35	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.43_W-8-singleplex
35	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Gonyostomum	superkingdom:Eukaryota:100.0;phylum:NA:50.0;class:Raphidophyceae:100.0;order:Chattonellales:100.0;family:Vacuolariaceae:100.0;genus:Gonyostomum:100.0;species:Gonyostomum_semen:100.0	Gonyostomum semen	urn:lsid:marinespecies.org:taxname:375674	species	asv.47_W-8-singleplex
34	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.372_W-8-singleplex
34	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Stylonematophyceae	Stylonematales	Stylonemataceae	Stylonema	superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Stylonematophyceae:100.0;order:Stylonematales:100.0;family:Stylonemataceae:100.0;genus:Stylonema:100.0;species:Stylonema_alsidii:100.0	Stylonema alsidii	urn:lsid:marinespecies.org:taxname:145688	species	asv.45_W-8-singleplex
34	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae	Platichthys	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Pleuronectiformes:99.99999999999999;family:Pleuronectidae:99.99999999999999;genus:Platichthys:99.99999999999999;species:Platichthys_flesus:99.99999999999999	Platichthys flesus	urn:lsid:marinespecies.org:taxname:127141	species	asv.48_W-8-singleplex
33	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Cnidaria:41.28333333333333;class:Hydrozoa:41.28333333333333;order:Leptothecata:39.78333333333333;family:Mitrocomidae:39.78333333333333;genus:Mitrocomella:39.78333333333333;species:Mitrocomella_brownei:39.78333333333333	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.370_W-8-singleplex
32	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	superkingdom:Eukaryota:100.00000000000001;phylum:Chlorophyta:100.00000000000001;class:Mamiellophyceae:100.00000000000001;order:Mamiellales:100.00000000000001;family:Mamiellaceae:100.00000000000001;genus:Micromonas:100.00000000000001;species:Micromonas_pusilla:100.00000000000001	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	asv.52_W-8-singleplex
31	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Rotifera:76.33333333333336;class:Eurotatoria:76.33333333333336;order:Ploima:76.33333333333336;family:Synchaetidae:76.33333333333336;genus:Synchaeta:76.33333333333336;species:Synchaeta_hutchingsi:76.33333333333336	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.373_W-8-singleplex
31	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.55_W-8-singleplex
